adm_cd,adm_nm
37040380,임하면
37040390,길안면
37040400,임동면
37040410,예안면
37040420,도산면
37040430,녹전면
37040510,중구동
37040520,명륜동
37040540,용상동
37040560,태화동
37040580,평화동
37040590,안기동
37040600,옥동
37040610,송하동
37040620,서구동
37040630,강남동
37050110,선산읍
37050120,고아읍
37050130,산동읍
37050310,무을면
37050320,옥성면
37050330,도개면
37050340,해평면
37050360,장천면
37050510,송정동
37050550,도량동
37050560,지산동
37050570,선주원남동
37050590,형곡1동
37050600,형곡2동
37050610,신평1동
37050620,신평2동
37050660,광평동
37050670,상모사곡동
37050690,임오동
37050700,인동동
37050710,진미동
37050720,양포동
37050730,비산동
37050740,공단동
37050750,원평동
37060110,풍기읍
37060310,이산면
37060320,평은면
37060330,문수면
37060340,장수면
37060350,안정면
37060360,봉현면
37060370,순흥면
37060380,단산면
37060390,부석면
37060510,상망동
37060530,하망동
37060550,영주1동
37060580,영주2동
37060590,휴천1동
37060600,휴천2동
37060610,휴천3동
37060620,가흥1동
37060630,가흥2동
37070110,금호읍
37070310,청통면
37070320,신녕면
37070330,화산면
37070340,화북면
37070350,화남면
37070360,자양면
37070370,임고면
37070380,고경면
37070390,북안면
37070400,대창면
37070510,동부동
37070520,중앙동
37070530,서부동
37070540,완산동
37070550,남부동
37080110,함창읍
37080320,중동면
37080330,낙동면
37080340,청리면
37080350,공성면
37080360,외남면
37080370,내서면
37080380,모동면
37080390,모서면
37080400,화동면
37080410,화서면
37080420,화북면
37080430,외서면
37080440,은척면
37080450,공검면
37080460,이안면
37080470,화남면
37080480,사벌국면
37080520,남원동
37080530,북문동
37080540,계림동
37080550,동문동
37080560,동성동
37080570,신흥동
37090110,문경읍
37090120,가은읍
37090310,영순면
37090320,산양면
37090330,호계면
37090340,산북면
37090350,동로면
37090360,마성면
37090370,농암면
37090570,점촌1동
37090580,점촌2동
37090590,점촌3동
37090600,점촌4동
37090610,점촌5동
37100110,하양읍
37100120,진량읍
37100130,압량읍
37100310,와촌면
37100320,자인면
37100330,용성면
37100340,남산면
37100360,남천면
37100510,중앙동
37100520,동부동
37100530,서부1동
37100540,남부동
37100550,북부동
37100560,중방동
37100570,서부2동
37520110,의성읍
37520310,단촌면
37520320,점곡면
37520330,옥산면
37520340,사곡면
37520350,춘산면
37520360,가음면
37520370,금성면
37520380,봉양면
37520390,비안면
37520400,구천면
37520410,단밀면
37520420,단북면
37520430,안계면
37520440,다인면
37520450,신평면
37520460,안평면
37520470,안사면
37530110,청송읍
37530320,부남면
37530330,현동면
37530340,현서면
37530350,안덕면
37530360,파천면
37530370,진보면
37530380,주왕산면
37540110,영양읍
37540310,입암면
37540320,청기면
37540330,일월면
37540340,수비면
37540350,석보면
37550110,영덕읍
37550310,강구면
37550320,남정면
37550330,달산면
37550340,지품면
37550350,축산면
37550360,영해면
37550370,병곡면
37550380,창수면
37560110,화양읍
37560120,청도읍
37560310,각남면
37560320,풍각면
37560330,각북면
37560340,이서면
37560350,운문면
37560360,금천면
37560370,매전면
37570120,대가야읍
37570310,덕곡면
37570320,운수면
37570330,성산면
37570340,다산면
37570350,개진면
37570360,우곡면
37570370,쌍림면
37580110,성주읍
37580310,선남면
37580320,용암면
37580330,수륜면
37580340,가천면
37580351,금수강산면
37580360,대가면
37580370,벽진면
37580380,초전면
37580390,월항면
37590110,왜관읍
37590120,북삼읍
37590130,석적읍
37590310,지천면
37590320,동명면
37590330,가산면
37590360,약목면
37590370,기산면
37600110,예천읍
37600121,호명읍
37600310,용문면
37600340,감천면
37600350,보문면
37600370,유천면
37600380,용궁면
37600390,개포면
37600400,지보면
37600410,풍양면
37600420,효자면
37600430,은풍면
37610110,봉화읍
37610310,물야면
37610320,봉성면
37610330,법전면
37610340,춘양면
37610350,소천면
37610360,석포면
37610370,재산면
37610380,명호면
37610390,상운면
37620110,울진읍
37620120,평해읍
37620310,북면
37620330,근남면
37620350,기성면
37620360,온정면
37620370,죽변면
37620380,후포면
37620390,금강송면
37620400,매화면
37630110,울릉읍
37630310,서면
37630320,북면
38030110,문산읍
38030310,내동면
38030320,정촌면
38030330,금곡면
38030340,진성면
38030350,일반성면
38030360,이반성면
38030370,사봉면
38030380,지수면
38030390,대곡면
38030400,금산면
38030410,집현면
38030420,미천면
38030430,명석면
38030440,대평면
38030450,수곡면
38030650,상평동
38030660,초장동
38030670,평거동
38030680,신안동
38030690,이현동
38030700,판문동
38030710,가호동
38030720,천전동
38030730,성북동
38030740,중앙동
38030750,상봉동
38030760,충무공동
38030770,상대동
38030780,하대동
38050110,산양읍
38050310,용남면
38050320,도산면
38050330,광도면
38050340,욕지면
38050350,한산면
38050360,사량면
38050520,명정동
38050530,중앙동
38050540,정량동
38050550,북신동
38050560,무전동
38050620,도천동
38050630,미수동
38050640,봉평동
38060110,사천읍
38060310,정동면
38060320,사남면
38060330,용현면
38060340,축동면
38060350,곤양면
38060360,곤명면
38060370,서포면
38060510,동서동
38060520,선구동
38060530,동서금동
38060550,벌용동
38060570,향촌동
38060590,남양동
38070110,진영읍
38070320,주촌면
38070330,진례면
38070340,한림면
38070350,생림면
38070360,상동면
38070370,대동면
38070510,동상동
38070520,회현동
38070530,부원동
38070540,내외동
38070550,북부동
38070560,칠산서부동
38070580,활천동
38070590,삼안동
38070600,불암동
38070610,장유1동
38070620,장유2동
38070630,장유3동
38080110,삼랑진읍
38080120,하남읍
38080310,부북면
38080320,상동면
38080330,산외면
38080340,산내면
38080350,단장면
38080360,상남면
38080370,초동면
38080380,무안면
38080390,청도면
38080510,내일동
38080520,내이동
38080530,교동
38080540,삼문동
38080550,가곡동
38090310,일운면
38090320,동부면
38090330,남부면
38090340,거제면
38090350,둔덕면
38090360,사등면
38090370,연초면
38090380,하청면
38090390,장목면
38090530,능포동
38090540,아주동
38090550,옥포1동
38090560,옥포2동
38090570,장평동
38090580,고현동
38090590,상문동
38090600,수양동
38090610,장승포동
38100120,물금읍
38100310,동면
38100320,원동면
38100330,상북면
38100340,하북면
38100520,삼성동
38100530,강서동
38100540,서창동
38100550,소주동
38100560,평산동
38100570,덕계동
38100580,중앙동
38100590,양주동
38111110,동읍
38111310,북면
38111320,대산면
38111510,의창동
38111520,팔룡동
38111530,명곡동
38111540,봉림동
38112510,반송동
38112520,중앙동
38112530,상남동
38112540,사파동
38112550,가음정동
38112560,성주동
38112570,웅남동
38112580,용지동
38113310,구산면
38113320,진동면
38113330,진북면
38113340,진전면
38113510,현동
38113520,가포동
38113530,월영동
38113540,문화동
38113570,완월동
38113580,자산동
38113640,합포동
38113650,산호동
38113660,반월중앙동
38113670,오동동
38113680,교방동
38114110,내서읍
38114510,회원1동
38114520,회원2동
38114550,회성동
38114560,양덕1동
38114570,양덕2동
38114580,합성1동
38114590,합성2동
38114600,구암1동
38114610,구암2동
38114620,봉암동
38114630,석전동
38115540,여좌동
38115550,태백동
38115560,경화동
38115570,병암동
38115580,석동
38115590,이동
38115600,자은동
38115610,덕산동
38115620,풍호동
38115630,웅천동
38115640,웅동1동
38115650,웅동2동
38115660,충무동
38510110,의령읍
38510310,가례면
38510320,칠곡면
38510330,대의면
38510340,화정면
38510350,용덕면
38510360,정곡면
38510370,지정면
38510380,낙서면
38510390,부림면
38510400,봉수면
38510410,궁류면
38510420,유곡면
38520110,가야읍
38520120,칠원읍
38520310,함안면
38520320,군북면
38520330,법수면
38520340,대산면
38520350,칠서면
38520360,칠북면
38520380,산인면
38520390,여항면
38530110,창녕읍
38530120,남지읍
38530310,고암면
38530320,성산면
38530330,대합면
38530340,이방면
38530350,유어면
38530360,대지면
38530370,계성면
38530380,영산면
38530390,장마면
38530400,도천면
38530410,길곡면
38530420,부곡면
38540110,고성읍
38540310,삼산면
38540320,하일면
38540330,하이면
38540340,상리면
38540350,대가면
38540360,영현면
38540370,영오면
38540380,개천면
38540390,구만면
38540400,회화면
38540410,마암면
38540420,동해면
38540430,거류면
38550110,남해읍
38550310,이동면
38550320,상주면
38550330,삼동면
38550340,미조면
38550350,남면
38550360,서면
38550370,고현면
38550380,설천면
38550390,창선면
38560110,하동읍
38560310,화개면
38560320,악양면
38560330,적량면
38560340,횡천면
38560350,고전면
38560360,금남면
38560370,금성면
38560380,진교면
38560390,양보면
38560400,북천면
38560410,청암면
38560420,옥종면
38570110,산청읍
38570310,차황면
38570320,오부면
38570330,생초면
38570340,금서면
38570350,삼장면
38570360,시천면
38570370,단성면
38570380,신안면
38570390,생비량면
38570400,신등면
38580110,함양읍
38580310,마천면
38580320,휴천면
38580330,유림면
38580340,수동면
38580350,지곡면
38580360,안의면
38580370,서하면
38580380,서상면
38580390,백전면
38580400,병곡면
38590110,거창읍
38590310,주상면
38590320,웅양면
38590330,고제면
38590340,북상면
38590350,위천면
38590360,마리면
38590370,남상면
38590380,남하면
38590390,신원면
38590400,가조면
38590410,가북면
38600110,합천읍
38600310,봉산면
38600320,묘산면
38600330,가야면
38600340,야로면
38600350,율곡면
38600360,초계면
38600370,쌍책면
38600380,덕곡면
38600390,청덕면
38600400,적중면
38600410,대양면
38600420,쌍백면
38600430,삼가면
38600440,가회면
38600450,대병면
38600460,용주면
39010110,한림읍
39010120,애월읍
39010130,구좌읍
39010140,조천읍
39010310,한경면
39010320,추자면
39010330,우도면
39010510,일도1동
39010520,일도2동
39010530,이도1동
39010540,이도2동
39010550,삼도1동
39010560,삼도2동
39010570,용담1동
39010580,용담2동
39010590,건입동
39010600,화북동
39010610,삼양동
39010620,봉개동
39010630,아라동
39010640,오라동
39010650,연동
39010660,노형동
39010670,외도동
39010680,이호동
39010690,도두동
39020110,대정읍
39020120,남원읍
39020130,성산읍
39020310,안덕면
39020320,표선면
39020510,송산동
39020520,정방동
39020530,중앙동
39020540,천지동
39020550,효돈동
39020560,영천동
39020570,동홍동
39020580,서홍동
39020590,대륜동
39020600,대천동
39020610,중문동
39020620,예래동
